Producto,Descripción,Partida / Lote,Certificado,Observaciones
FCO01004SW60105,"CODO 45° 1"" SW 6000 A105",,,
FCO01009NN20220,"CODO 90° 1"" NPT 2000 GALV",,,
FCO01009NN30105,"CODO 90° 1"" NPT 3000 A105",,,
FCO01009NN30220,"CODO 90° 1"" NPT 3000 GALV",,,
FCO01009NN60105,"CODO 90° 1"" NPT 6000 A105",,,
FCO01009SW30105,"CODO 90° 1"" SW 3000 A105",,,
FCO01009SW30316,"CODO 90° 1"" SW 3000 A182 316",,,
FCO01009SW60105,"CODO 90° 1"" SW 6000 A105",,,
FCO01504SW30105,"CODO 45° 1 1/2"" SW 3000 A105",,,
FCO01509NN20220,"CODO 90° 1 1/2"" NPT 2000 GALV",,,
FCO01509NN30105,"CODO 90° 1 1/2"" NPT 3000 A105",,,
FCO01509NN30316,"CODO 90° 1 1/2"" NPT 3000 A182 316",,,
FCO01509SW30105,"CODO 90° 1 1/2"" SW 3000 A105",,,
FCO01509SW30316,"CODO 90° 11/2"" SW 3000 A182 316",,,
FCO01509SW60105,"CODO 90° 1 1/2"" SW 6000 A105",,,
FCO02004NN20105,"CODO 45° 2"" NPT 2000 A105",,,
FCO02004NN20220,"CODO 45° 2"" NPT 2000 GALV",,,
FCO02004NN30105,"CODO 45° 2"" NPT 3000 A105",,,
FCO02004NN30220,"CODO 45° 2"" NPT 3000 GALV",,,
FCO02009NN20220,"CODO 90° 2"" NPT 2000 GALV",,,
FCO02009NN30105,"CODO 90° 2"" NPT 3000 A105",,,
FCO02009NN30220,"CODO 90° 2"" NPT 3000 GALV",,,
FCO02009NN60105,"CODO 90° 2"" NPT 6000 A105",,,
FCO02009SW30105,"CODO 90° 2"" SW 3000 A105",,,
FCO02009SW30316,"CODO 90° 2"" SW 3000 A182 316",,,
FCOR200100NN220,"CODO RED 2"" X 1"" NPT X NPT 2000 GALV",,,
FCR0500250NN305,"CUPLA RED 1/2"" X 1/4"" NPT/NPT 3000 A105",,,
FCR0500370NN305,"CUPLA RED 1/2"" X 3/8"" NPT 3000 A105",,,
FCR0750500NN305,"CUPLA RED 3/4"" X 1/2"" NPT 3000 A105",,,
FCR0750500NN605,"CUPLA RED 3/4"" X 1/2"" NPT 6000 A105",,,
FCR1000250NN305,"CUPLA RED 1"" X 1/4"" NPT 6000 A105",,,
FCR1000250SS305,"CUPLA RED 1"" X 1/4"" SW 3000 A105",,,
FCR1000500NN305,"CUPLA RED 1"" X 1/2"" NPT 3000 A105",,,
FCR1000500SW305,"CUPLA RED 1"" X 1/2"" SW 3000 A105",,,
FCR1000500SW605,"CUPLA RED 1"" X 1/2"" SW 6000 A105",,,
FCR1000750NN105,"CUPLA RED 1"" X 3/4"" NPT 3000 A105",,,
FCR1000750SW305,"CUPLA RED 1"" X 3/4"" SW 3000 A105",,,
FCR1000750SW605,"CUPLA RED 1"" X 3/4"" SW 6000 A105",,,
FCR1500500NN305,"CUPLA RED 11/2"" X 1/2"" NPTXNPT 3000 A105",,,
FCR1500750SS305,"CUPLA RED 11/2"" X 3/4"" SW 3000 A105",,,
FCR1501000NN305,"CUPLA RED 11/2"" X 1"" NPT 3000 A105",,,
FCR1501000SS305,"CUPLA RED 11/2"" X 1"" SW 3000 A105",,,
FCR1501000SW316,"CUPLA RED 1 1/2"" X 1"" SW 3000 316L",,,
FCR1501000SW605,"CUPLA RED 1,5"" X 1"" SW 6000 A105",,,
FCR2000500NN305,"CUPLA RED 2"" X 1/2"" NPT 3000 A105",,,
FCR2000500SW305,"CUPLA RED 2"" X 1/2"" SW 3000 A105",,,
FCR2001000SW305,"CUPLA RED 2"" X 1"" SW 3000 A105",,,
FCR2001000SW605,"CUPLA RED 2"" X 1"" SW 6000 A105",,,
FCR2001500SS305,"CUPLA RED 2"" X 11/2"" SW X SW 3000 A105",,,
FCR2001500SW316,"CUPLA RED 2"" X 1 1/2"" SW 3000 316L",,,
FCR200750BSPT20,"CUPLA REDUCCIÓN 2"" X 3/4"" BSPT GALVANIZA",,,
FCU00250NN30105,"CUPLA 1/4"" NPT 3000 A105",,,
FCU00250NN30316,"CUPLA 1/4"" NPT 3000 F316L",,,
FCU00250SS30105,"CUPLA 1/4"" SW 3000 A105",,,
FCU00250SS60105,"CUPLA 1/4"" SW 6000 A105",,,
FCU00370NN30105,"CUPLA 3/8"" NPT 3000 A105",,,
FCU00500NN10316,"CUPLA 1/2"" NPT 10000PSI AISI316",,,
FCU00500NN30105,"CUPLA 1/2"" NPT 3000 A105",,,
FCU00500NN30220,"CUPLA 1/2"" NPT 3000 GALV",,,
FCU00500NN30304,"CUPLA 1/2"" NPT 3000 A304",,,
FCU00500NN30316,"CUPLA 1/2"" NPT 3000 A316L",,,
FCU00500NN60105,"CUPLA 1/2"" NPT 6000 A105",,,
FCU00500NS30105,"CUPLA 1/2"" NPT X SW 3000 A105",,,
FCU00500SW30105,"CUPLA 1/2"" SW 3000 A105",,,
FCU00500SW30316,"CUPLA 1/2"" SW 3000 316",,,
FCU00500SW60105,"CUPLA 1/2"" SW 6000 A105",,,
FCU00750NN30105,"CUPLA 3/4"" NPT 3000 A105",,,
FCU00750NN30220,"CUPLA 3/4"" NPT 3000 GALV",,,
FCU00750NN30316,"CUPLA 3/4"" NPT 3000 F316L",,,
FCU00750NN60105,"CUPLA 3/4"" NPT 6000 A105",,,
FCU00750NN60316,"CUPLA 3/4"" NPT 6000 316",,,
FCU00750SN30105,"CUPLA 3/4"" SW X NPT 3000 A105",,,
FCU00750SN60105,"CUPLA 3/4"" SW X NPT 6000 A105",,,
FCU00750SN60316,"CUPLA 3/4"" SW X NPT 6000 316",,,
FCU00750SW30105,"CUPLA 3/4"" SW 3000 A105",,,
FCU00750SW30316,"CUPLA 3/4"" SW 3000 316",,,
FCU00750SW30317,"CUPLA 3/4"" SW 3000 A182 F317 L",,,
FCU00750SW60105,"CUPLA 3/4"" SW 6000 A105",,,
FCU00750SW60316,"CUPLA 3/4"" SW 6000 316",,,
FCU01000NN15220,"CUPLA 1"" NPT S150 GALV",,,
FCU01000NN30105,"CUPLA 1"" NPT 3000 A105",,,
FCU01000NN30220,"CUPLA 1"" NPT 3000 GALV",,,
FCU01000NN30316,"CUPLA 1"" NPT 3000 316",,,
FCU01000NN60105,"CUPLA 1"" NPT 6000 A105",,,
FCU01000NN60316,"CUPLA 1"" NPT 6000 316",,,
FCU01000SN30105,"CUPLA 1"" SW X NPT 3000 A105",,,
FCU01000SN60105,"CUPLA 1"" SW X NPT 6000 A105",,,
FCU01000SW30105,"CUPLA 1"" SW 3000 A105",,,
FCU01000SW30316,"CUPLA 1"" SW 3000 316",,,
FCU01000SW60105,"CUPLA 1"" SW 6000 A105",,,
FCU01250NN60105,"CUPLA 1 1/4"" NPT 6000 A105",,,
FCU01500BT30105,"CUPLA 1 1/2"" BSPT 3000 A105",,,
FCU01500NN30105,"CUPLA 1 1/2"" NPT 3000 A105",,,
FCU01500NN30220,"CUPLA 1 1/2"" NPT 3000 A105 GALV",,,
FCU01500SW30105,"CUPLA 1 1/2"" SW 3000 A105",,,
FCU01500SW60105,"CUPLA 1 1/2"" SW 6000 A105",,,
FCU02000NN30105,"CUPLA 2"" NPT 3000 A105",,,
FCU02000NN30220,"CUPLA 2"" NPT 3000 GALV",,,
FCU02000NN60105,"CUPLA 2"" NPT 6000 A105",,,
FCU02000SW30105,"CUPLA 2"" SW 3000 A105",,,
FCU02000SW30316,"CUPLA 2"" SW 3000 316",,,
FCU03000NN30105,"CUPLA 3"" NPT 3000 A105",,,
FCU03000NN60220,"CUPLA 3"" NPT 6000 GALV",,,
FCU140MMHDPE,EF CUPLA 140 MM,,,
FEN00250NN10316,"ENTRERROSCA 1/4"" NPT 10000 316",,,
FEN00250NN30105,"ENTRERROSCA 1/4"" NPT 3000 A105",,,
FEN00250NN30316,"ENTRERROSCA 1/4"" NPT 3000 316",,,
FEN00250NN60316,"ENTRERROSCA 1/4"" NPT 5000 316",,,
FEN00370NN30316,"ENTRERROSCA 3/8"" NPT 3000 316",,,
FEN00500NN10316,"ENTRERROSCA 1/2"" NPT 10000 316",,,
FEN00500NN30105,"ENTRERROSCA 1/2"" NPT 3000 A105",,,
FEN00500NN30220,"ENTRERROSCA 1/2"" NPT 3000 GALV",,,
FEN00500NN30316,"ENTRERROSCA 1/2"" NPT 3000 316",,,
FEN00500NN60105,"ENTRERROSCA 1/2"" NPT 6000 A105",,,
FEN00502NN10316,"ENTRERROSCA 1/2"" X LONG:2"" NPT 10000 316",,,
FEN00504NN10316,"ENTRERROSCA 1/2"" X LONG:4"" NPT 10000 316",,,
FEN00750BB30105,"ENTRERROSCA 3/4"" BSPT 3000 A105",,,
FEN00750NN30105,"ENTRERROSCA 3/4"" NPT 3000 A105",,,
FEN00750NN30316,"ENTRERROSCA 3/4"" NPT 3000 316",,,
FEN00750NN30BRO,"ENTRERROSCA 3/4"" BRONCE",,,
FEN00750NN60105,"ENTRERROSCA 3/4"" NPT 6000 A105",,,
FEN01000NN30105,"ENTRERROSCA 1"" NPT 3000 A105",,,
FEN01000NN30220,"ENTRERROSCA 1"" NPT 3000 GALV",,,
FEN01000NN30316,"ENTRERROSCA 1"" NPT 3000 316",,,
FEN01000NN30GAL,"ENTRERROSCA 1"" #150 304 (SERIE BAJA)",,,
FEN01250NN30105,"ENTRERROSCA 1 1/4"" NPT 3000 A105",,,
FEN01500NN30105,"ENTRERROSCA 11/2"" NPT 3000 A105",,,
FEN01500NN30220,"ENTRERROSCA 11/2"" NPT 3000 GALV",,,
FEN02000B30105,"ENTRERROSCA 2"" BSPT 3000 A105",,,
FEN02000NN30220,"ENTRERROSCA 2"" NPT 3000 GALV",,,
FEN02000NN60105,"ENTRERROSCA 2"" NPT 6000 A105",,,
FMC00250NN60105,"MEDIA CUPLA 1/4"" NPT 6000 A105",,,
FMC00370NN30105,"MEDIA CUPLA 3/8"" NPT 3000 A105",,,
FMC00500NN30105,"MEDIA CUPLA 1/2"" NPT 3000 A105",,,
FMC00500NN30220,"MEDIA CUPLA 1/2"" NPT 3000 A105 GALV",,,
FMC00500NN30316,"MEDIA CUPLA 1/2"" NPT 3000 A316L",,,
FMC00500NN60105,"MEDIA CUPLA 1/2"" NPT 6000 A105",,,
FMC00500SW30105,"MEDIA CUPLA 1/2"" SW 3000 A105",,,
FMC00500SW30316,"MEDIA CUPLA 1/2"" SW 3000 A182 316",,,
FMC00500SW60105,"MEDIA CUPLA 1/2"" SW 6000 A105",,,
FMC00750NN30105,"MEDIA CUPLA 3/4"" NPT 3000 A105",,,
FMC00750NN30316,"MEDIA CUPLA 3/4"" NPT 3000 A316L",,,
FMC00750NN60105,"MEDIA CUPLA 3/4"" NPT 6000 A105",,,
FMC00750SW30316,"MEDIA CUPLA 3/4"" SW 3000 A316L",,,
FMC00750SW60105,"MEDIA CUPLA 3/4"" SW 6000 A105",,,
FMC01000NN30105,"MEDIA CUPLA 1"" NPT 3000 A105",,,
FMC01000NN30316,"MEDIA CUPLA 1"" NPT 3000 316",,,
FMC01000NN60105,"MEDIA CUPLA 1"" NPT 6000 A105",,,
FMC01000SW30105,"MEDIA CUPLA 1"" SW 3000 A105",,,
FMC01000SW30316,"MEDIA CUPLA 1"" SW 3000 A316L",,,
FMC01000SW60105,"MEDIA CUPLA 1"" SW 6000 A105",,,
FMC01500NN30105,"MEDIA CUPLA 1 1/2"" NPT 3000 A105",,,
FMC01500NN60105,"MEDIA CUPLA 1 1/2"" NPT 6000 A105",,,
FMC01500SW30105,"MEDIA CUPLA 1 1/2"" SW 3000 A105",,,
FMC01500SW60105,"MEDIA CUPLA 1 1/2"" SW 6000 A105",,,
FMC02000NN30105,"MEDIA CUPLA 2"" NPT 3000 A105",,,
FMC02000NN60105,"MEDIA CUPLA 2"" NPT 6000  A105",,,
FMC02000SW30105,"MEDIA CUPLA 2"" SW 3000 A105",,,
FMC02000SW60105,"MEDIA CUPLA 2"" SW 6000 A105",,,
FTE00500NN20220,"TE TOT 1/2"" NPT 2000 GALV",,,
FTE00500NN30105,"TEE TOT 1/2"" NPT 3000 A105",,,
FTE00500NN30220,"TE TOT 1/2"" NPT 3000 GALV",,,
FTE00500NN30316,"TEE TOT 1/2"" NPT 3000 316 A182",,,
FTE00500NN60105,"TE TOT 1/2"" NPT 6000 A105",,,
FTE00500SW30105,"TE TOT 1/2"" SW 3000 A105",,,
FTE00500SW60105,"TE TOT 1/2"" SW 6000 A105",,,
FTE00750NN15105,"TE TOT 3/4"" S 150 GALV",,,
FTE00750NN30105,"TE TOT 3/4"" NPT 3000 A105",,,
FTE00750NN30220,"TE TOT 3/4"" NPT 3000 GALV",,,
FTE00750NN60105,"TE TOT 3/4"" NPT 6000 A105",,,
FTE00750SW30316,"TE TOT 3/4"" SW 3000 316",,,
FTE00750SW60316,"TE TOT 3/4"" SW 6000 316",,,
FTE01000NN20220,"TE TOT 1"" NPT 2000 GALV",,,
FTE01000NN30220,"TE TOT 1"" NPT 3000 GALV",,,
FTE01000NN30316,"TE TOT 1"" NPT 3000 F316",,,
FTE01000NN60105,"TE TOT 1"" NPT 6000 A105",,,
FTE01000SW30105,"TE TOT 1"" SW 3000 A105",,,
FTE01000SW30304,"TEE TOT 1"" SW 3000 304",,,
FTE01000SW30316,"TE TOT 1"" SW 3000 316",,,
FTE01000SW60105,"TE TOT 1"" SW 6000 A105",,,
FTE01250NN30105,"TE TOT 1 1/4"" NPT 3000 A105",,,
FTE01250NN60105,"TE TOT 1 1/4"" NPT 6000 A105",,,
FTE01500NN30105,"TE TOT 1 1/2"" NPT 3000 A105",,,
FTE01500NN30220,"TE TOT 1 1/2"" NPT 3000 GALV",,,
FTE01500SW30105,"TE TOT 1 1/2"" SW 3000 A105",,,
FTE01500SW30316,"TE TOT 1 1/2"" SW 3000 316",,,
FTE01500SW60105,"TE TOT 1 1/2"" SW 6000 A105",,,
FTE02000NN20220,"TE TOT 2"" NPT 2000 GALV",,,
FTE02000NN30220,"TE TOT 2"" NPT 3000 GALV",,,
FTE02000NN60105,"TE TOT 2"" NPT 6000 A105",,,
FTE02000SW30316,"TE TOT 2"" SW 3000 316",,,
FTH00125NN30316,"TAPON HEX 1/8"" NPT A316",,,
FTH00250NN30316,"TAPON HEX 1/4"" NPT 316",,,
FTH00380NN30105,"TAPON HEX 3/8"" NPT A105",,,
FTH00380NN30316,"TAPON HEX 3/8"" NPT 316L",,,
FTH00500NN10316,"TAPON HEX 1/2"" NPT 10K 316",,,
FTH00500NN30105,"TAPON HEX 1/2"" NPT A105",,,
FTH00500NN30316,"TAPON HEX 1/2"" NPT 316",,,
FTH00750NN30220,"TAPON HEX 3/4"" NPT GALV",,,
FTH00750NN30316,"TAPON HEX 3/4"" NPT A316L",,,
FTH00750NN30350,"TAPON HEX 3/4"" NPT A350 LF2 CL1",,,
FTH01000NN30316,"TAPON HEX 1"" NPT A316L",,,
FTH01250NN30105,"TAPON HEX 1 1/4"" NPT A105",,,
FTH01250NN30316,"TAPON HEX 1 1/4"" NPT 316L",,,
FTH01500NN30105,"TAPON HEX 1 1/2"" NPT A105",,,
FTH01500NN30220,"TAPON HEX 1 1/2"" NPT GALV",,,
FTH01500NN30316,"TAPON HEX 1 1/2"" NPT 316",,,
FTH02000NN30105,"TAPON HEX 2"" NPT A105",,,
FTH02000NN30220,"TAPON HEX 2"" NPT GALV",,,
FTP00500NN30105,"TAPA REDONDA 1/2"" NPT 3000 A105",,,
FTP00500NN30316,"TAPA HEX 1/2"" NPT 3000 A182 F316",,,
FTP00500NN60105,"TAPA REDONDA 1/2"" NPT 6000 A105",,,
FTP00500SW30105,"TAPA REDONDA 1/2"" SW #3000 A105",,,
FTP00750NH30105,"TAPA REDONDA HEX 3/4"" NPT 3000 A105",,,
FTP00750NN30105,"TAPA REDONDA 3/4"" NPT 3000 A105",,,
FTP00750NN30220,"TAPA REDONDA 3/4"" NPT 3000 GALV",,,
FTP00750NN30317,"TAPA HEX 3/4"" NPT 3000 A182 F317 L",,,
FTP00750NN60105,"TAPA REDONDA 3/4"" NPT 6000 A105",,,
FTP00750SW30105,"TAPA REDONDA 3/4"" SW 3000 A105",,,
FTP00750SW60105,"TAPA REDONDA 3/4"" SW 6000 A105",,,
FTP01000NN30105,"TAPA REDONDA 1"" NPT 3000 A105",,,
FTP01000NN60105,"TAPA REDONDA1"" NPT 6000 A105",,,
FTP01000SW30105,"TAPA REDONDA 1"" SW 3000 A105",,,
FTP01000SW60105,"TAPA REDONDA 1"" SW 6000 A105",,,
FTP01500NN30105,"TAPA REDONDA 1,5"" NPT 3000 A105",,,
FTP02000NN30220,"TAPA REDONDA 2"" NPT 3000 A105 GALV",,,
FTP02000NN60316,"TAPA REDONDA 2"" NPT 6000 316",,,
FTR0750500NN315,"TEE RED 3/4"" X 1/2"" NPT S3000",,,
FTR0750500SW315,"TEE RED 3/4"" X 1/2"" SW S3000",,,
FTR1000500NN320,"TE RED 1"" X 1/2"" NPT 3000 GALV",,,
FTR1000500SW315,"TE RED 1"" X 1/2"" SW 3000 A105",,,
FTR1000500SW316,"TE RED 1"" X 1/2"" SW 3000 316",,,
FTR1000500SW615,"TE RED 1"" X 1/2"" SW 6000 A105",,,
FTR1000750NN315,"TE RED 1"" X 3/4"" NPT 3000 A105",,,
FTR1000750NN320,"TE RED 1"" X 3/4"" NPT 3000 GALV",,,
FTR1000750SW315,"TE RED 1"" X 3/4"" SW 3000 A105",,,
FTR1000750SW615,"TE RED 1"" X 3/4"" SW 6000 A105",,,
FTR1500500NN315,"TE RED 1 1/2"" X 1/2"" NPT 3000 A105",,,
FTR1500500NN320,"TE RED 1 1/2"" X 1/2"" NPT 3000 A105 GALV",,,
FTR1500500SW315,"TE RED 1 1/2"" X 1/2"" SW 3000 A105",,,
FTR1500500SW615,"TE RED 1 1/2"" X 1/2"" SW 6000 A105",,,
FTR1500750NN315,"TE RED 1 1/2"" X 3/4"" NPT 3000 A105",,,
FTR1500750SW615,"TE RED 1 1/2"" X 3/4"" SW 6000 A105",,,
FTR1501000NN315,"TE RED 1 1/2"" X 1"" NPT 3000 A105",,,
FTR1501000SW315,"TE RED 1 1/2"" X 1"" SW 3000 A105",,,
FTR1501000SW615,"TE RED 1 1/2"" X 1"" SW 6000 A105",,,
FTR2000500NN320,"TEE RED 2"" X 1/2"" NPT 3000 GALV",,,
FTR2000500SW315,"TE RED 2"" X 1/2"" SW 3000 A105",,,
FTR2000750NN315,"TE RED 2"" X 3/4"" NPT 3000 A105",,,
FTR2000750NN320,"TEE RED 2"" X 3/4"" NPT 3000 GALV",,,
FTR2000750SW315,"TE RED 2"" X 3/4"" SW 3000 A105",,,
FTR2001000SW315,"TE RED 2"" X 1"" SW 3000 A105",,,
FTR2001000SW316,"TE RED 2"" A 1"" SW S3000 ASTM A182 316L",,,
FTR2001000SW615,"TE RED 2"" X 1"" SW 6000 A105",,,
FTR200100NN320,"TE RED 2"" X 1"" NPT 3000 A105 GALV",,,
FTR200150NN315,"TE RED 2"" X 1 1/2"" NPT 3000 A105",,,
FTR200150SW315,"TE RED 2"" X 1 1/2"" SW 3000 A105",,,
FUD00500NN30220,"UNION DOBLE 1/2"" NPT 3000 GALV",,,
FUD00500NN30316,"UNION DOBLE 1/2"" NPT 3000 316",,,
FUD00500SW30105,"UNION DOBLE 1/2"" SW 3000 A105",,,
FUD00750NN30220,"UNION DOBLE 3/4"" NPT 3000 GALV",,,
FUD00750NN30316,"UNION DOBLE 3/4"" NPT 3000 316",,,
FUD00750SW30105,"UNION DOBLE 3/4"" SW 3000 A105",,,
FUD01000NN30105,"UNION DOBLE 1"" NPT 3000 A105",,,
FUD01000NN30220,"UNION DOBLE 1"" NPT 3000 GALV",,,
FUD01000NN60105,"UNION DOBLE 1"" NPT 6000 A105",,,
FUD01000SW30105,"UNION DOBLE 1"" SW 3000 A105",,,
FUD01000SW60105,"UNION DOBLE 1"" SW 6000 A105",,,
FUD01500NN30220,"UNION DOBLE 1,5"" S3000 GALV NPT",,,
FUD02000BB20220,"UNION DOBLE 2"" BSPT 2000 GALV",,,
FUD02000BB30105,"UNION DOBLE 2"" BSPT 3000 A105",,,
FUD02000NN30105,"UNION DOBLE 2"" NPT 3000 A105",,,
FUD03000NN30316,"UNION DOBLE 3"" NPT 3000 316",,,
FY0200T010600WC,"FILTRO Y 2"" #600 WCB",,,
FY0200TAV1TR01,"FILTRO Y 2"" #150 RF A216 WCB",,,
FY0300TAV1TR01,"FILTRO Y 3"" #150 RF A216 WCB",,,
FY0400TAV1TR01,"FILTRO Y 4"" #150 RF A216 WCB",,,
FY0600TAV1TR01,"FILTRO Y 6"" #150 RF A216 WCB",,,
GALVELECTRO001,GALVANIZADO ELECTROLÍTICO X KG,,,
GALVHOTDIP001,GALVANIZADO HOT DIP BRIDAS X KG,,,
GANCHOG806745LT,"GANCHO CONTEINER L G8 12,5TN 8-067-45LT",,,
GANCHOG806745RH,"GANCHO CONTEINER R G8 12,5TN 8-067-45RH",,,
GEN00000000001,GENERICO BS DE CAMBIO,,,
GEN00000000002,GENERICO PROD VARIOS,,,
GEN0000000003,GENERICO SERVICIOS,,,
GR0010GP4E4163,"GRILLETE 1"" GP 4163",,,
GR0010GP4E4163,"GRILLETE 1"" GP 4163",,,
GRILL7/865TN451,"GRILLETE 7/8"" 6.5TN 4 ELEM COEFICIEN 51",,,
GV02001F300T01,"VALV GLOB 2"" #300 VOL A216",,,
GV02001F300T01,"VALV GLOB 2"" #300 VOL A216",,,
GV02001R900T10,"VALV GLOB 2"" #900 VOL A216 RTJ",,,
GV02001R900T10,"VALV GLOB 2"" #900 VOL A216 RTJ",,,
GW0050NN80T0805,"VALVULA GLOBO 1/2"" #800 NPT TR08 A105",,,
GW0075NN80T0805,"VALVULA GLOBO 3/4"" #800 NPT TR08 A105",,,
GW0075SS80T0805,"VALVULA GLOBO 3/4"" #800 SW TR08 A105",,,
GW0100NN80T0805,"VALVULA GLOBO 1"" #800 NPT TR08 A105",,,
GW0100NN80T1205,"VALVULA GLOBO 1"" #800 NPT TR12 A105",,,
GW0100RF15T12WC,"VALVULA GLOBO 1"" #150 RF TR12 A105",,,
GW0100RF60T10WC,"VALVULA GLOBO 1"" #600 RF TR10 A216 WCB",,,
GW0100RF60T12WC,"VALVULA GLOBO 1"" #600 RF TR12 A105",,,
GW0100RF90T10WC,"VALVULA GLOBO 1"" #900 RF TR10 A216 WCB",,,
GW0100RF90T12WC,"VALVULA GLOBO 1"" #900 RF TR12 A105",,,
GW0100RJ90T12WC,"VALVULA GLOBO 1"" #900 RTJ TR12 A105",,,
GW0150NN80T0805,"VALVULA GLOBO 1,5"" #800 NPT TR08 A105",,,
GW0150RF15T10WC,"VALVULA GLOBO 1,5"" #150 RF TR10 A216 WCB",,,
GW0200RF15T10AI,"VALVULA GLOBO 2"" #150 RF TR10 CF8M",,,
GW0200RF15T10WC,"VALVULA GLOBO 2"" #150 RF TR10 A216 WCB",,,
GW0200RF15T12WC,"VALVULA GLOBO 2"" #150 RF TR12 A216 WCB",,,
GW0200RF30T05WC,"VALVULA GLOBO 2"" #300 RF TR05 A216 WCB",,,
GW0200RF30T10AI,"VALVULA GLOBO 2"" #300 RF TR10 CF8M",,,
GW0200RF30T12WC,"VALVULA GLOBO 2"" #300 RF TR12 A216 WCB",,,
GW0200RF60T10AI,"VALVULA GLOBO 2"" #600 RF TR10 CF8M",,,
GW0200RF60T12WC,"VALVULA GLOBO 2"" #600 RF TR12 A216 WCB",,,
GW0200RF90T10AI,"VALVULA GLOBO 2"" #900 RF TR10 316",,,
GW0200RF90T12WC,"VALVULA GLOBO 2"" #900 RF TR12 A105",,,
GW0200RJ90T10AI,"VALVULA GLOBO 2"" #900 RTJ TR10 316",,,
GW0200RJ90T12WC,"VALVULA GLOBO 2"" #900 RTJ TR12 A105",,,
GW0300RF15T10AI,"VALVULA GLOBO 3"" #150 RF TR10 CF8M",,,
GW0300RF15T10WC,"VALVULA GLOBO 3"" #150 RF TR10 A216 WCB",,,
GW0300RF15T12WC,"VALVULA GLOBO 3"" #150 RF TR12 A216 WCB",,,
GW0300RF30T10WC,"VALVULA GLOBO 3"" #300 RF TR10 A216 WCB",,,
GW0300RF30T12WC,"VALVULA GLOBO 3"" #300 RF TR12 A216 WCB",,,
GW0300RF60T10WC,"VALVULA GLOBO 3"" #600 RF TR10 A216 WCB",,,
GW0300RF60T12WC,"VALVULA GLOBO 3"" #600 RF TR12 A216 WCB",,,
GW0300RJ90T12WC,"VALVULA GLOBO 3"" #900 RTJ TR12 A105",,,
GW0400RF30T10AI,"VALVULA GLOBO 4"" #300 RF TR10 CF8M",,,
GW0400RF30T12WC,"VALVULA GLOBO 4"" #300 RF TR12 A216 WCB",,,
GW0400RF60T10WC,"VALVULA GLOBO 4"" #600 RF TR10 A216 WCB",,,
GW0400RF60T12WC,"VALVULA GLOBO 4"" #600 RF TR12 A216 WCB",,,
GW0400RF90T12WC,"VALVULA GLOBO 4"" #900 RF TR12 A216 WCB",,,
GW0400RJ90T08WC,"VALVULA GLOBO 4"" #900 RTJ TR08 A216 WCB",,,
GW0600RF15T10AI,"VALVULA GLOBO 6"" #150 RF TR10 CF8M",,,
GW0600RF15T10WC,"VALVULA GLOBO 6"" #150 RF TR10 A216 WCB",,,
GW0600RF15T12WC,"VALVULA GLOBO 6"" #150 RF TR12 A216 WCB",,,
GW0600RF60T10WC,"VALVULA GLOBO 6"" #600 RF TR10 A216 WCB",,,
GW0800RF15T10WC,"VALVULA GLOBO 8"" #150 RF TR10 A216 WCB",,,
GW0800RF60T10WC,"VALVULA GLOBO 8"" #600 RF TR10 A216 WCB",,,
GW1000RF15T12WC,"VALVULA GLOBO 10"" #150 RF TR12 A216 WCB",,,
GW1200RF60T05WC,"VALVULA GLOBO 12"" #600 RF TR05 A216 WCB",,,
INTERVIBSWING61,INTERRUP NIVEL VIBRATOTIO SWING61 DCNBVT,,,
JETLUBERNM20KG,GRASA JET LUBE RUN-N-SEAL NO METAL 20KG,,,
JKDPIK0075150,"KIT DIELECTRICO PIKOTEK 3/4"" #150",,,
JKDPIK0100150,"KIT DIELECTRICO PIKOTEK 1"" #150",,,
JKDPIK0100306,"KIT DIELECTRICO PIKOTEK 1"" #300/600",,,
JKDPIK0150150,"KIT DIELECTRICO PIKOTEK 11/2"" #150",,,
JKDPIK0150306,"KIT DIELECTRICO PIKOTEK 11/2"" #300/600",,,
JKDPIK0200150,"KIT DIELECTRICO PIKOTEK 2"" #150",,,
JKDPIK0200300,"KIT DIELECTRICO PIKOTEK 2"" #300",,,
JKDPIK0200600,"KIT DIELECTRICO PIKOTEK 2"" #600",,,
JKDPIK0200900,"KIT DIELÉCTRICO PIKOTEK 2"" #900",,,
JKDPIK0300150,"KIT DIELECTRICO PIKOTEK 3"" #150",,,
JKDPIK0300300,"KIT DIELECTRICO PIKOTEK 3"" #300",,,
JKDPIK0300600,"KIT DIELECTRICO PIKOTEK 3"" #600",,,
JKDPIK0300900,"KIT DIELÉCTRICO PIKOTEK 3"" #900",,,
JKDPIK0400150,"KIT DIELECTRICO PIKOTEK 4"" #150",,,
JKDPIK0400600,"KIT DIELECTRICO PIKOTEK 4"" #600",,,
JKDPIK0400900,"KIT DIELECTRICO PIKOTEK 4"" #900",,,
JKDPIK0600150,"KIT DIELECTRICO PIKOTEK 6"" #150",,,
JKDPIK0600300,"KIT DIELECTRICO PIKOTEK 6"" #300",,,
JKDPIK0600600,"KIT DIELECTRICO PIKOTEK 6"" #600",,,
JKDPIK0800150,"KIT DIELECTRICO PIKOTEK 8"" #150",,,
JKDPIK0800300,"KIT DIELECTRICO PIKOTEK 8"" #300",,,
JKDPIK0800600,"KIT DIELECTRICO PIKOTEK 8"" #600",,,
